PLAYER,POS_CFB,YEAR_RECRUITED,RNK_RECRUITED,STAR,247_SCORE,COLLEGE_CFB,HOME_CITY,HOME_STATE,LAT,LNG,YEAR_DRAFTED,DRAFT_RND,DRAFT_PICK,NFL_TEAM,POS_NFL,COLLEGE_NFL
David King,SDE,2008,258,4,0.901,Oklahoma,Houston,TX,29.7589382,-95.3676974,2013,7,239,PHI,DE,Oklahoma
Michael Brockers,SDE,2009,191,4,0.9169,LSU,Houston,TX,29.7589382,-95.3676974,2012,1,14,STL,DT,LSU
Dustin Hopkins,K,2009,721,3,0.8604,Florida State,Houston,TX,29.7589382,-95.3676974,2013,6,177,BUF,K,Florida State
Josh Gordon,WR,2009,790,3,0.8559,Baylor,Houston,TX,29.7589382,-95.3676974,2012,2,0,CLE,WR,Utah
Charles Sims,RB,2009,1058,3,0.8448,Houston,Houston,TX,29.7589382,-95.3676974,2014,3,69,TAM,RB,West Virginia
Josh Huff,APB,2010,221,4,0.9136,Oregon,Houston,TX,29.7589382,-95.3676974,2014,3,86,PHI,WR,Oregon
Cameron Fleming,OT,2010,516,3,0.8733,Stanford,Houston,TX,29.7589382,-95.3676974,2014,4,140,NWE,T,Stanford
Martin Ifedi,WDE,2010,2339,2,0.7667,Memphis,Houston,TX,29.7589382,-95.3676974,2015,7,227,STL,DE,Memphis
William Moore,ATH,2011,2115,2,0.7519,Houston,Houston,TX,29.7589382,-95.3676974,2009,2,55,ATL,DB,Missouri
Germain Ifedi,OG,2012,260,4,0.9098,Texas A&M,Houston,TX,29.7589382,-95.3676974,2016,1,31,SEA,G,Texas A&M
William Jackson,ATH,2012,2235,2,0.7667,Houston,Houston,TX,29.7589382,-95.3676974,2016,1,24,CIN,CB,Houston
Xavien Howard,CB,2012,2239,2,0.7667,Baylor,Houston,TX,29.7589382,-95.3676974,2016,2,38,MIA,CB,Baylor
Anthony Gaitor,CB,2007,2036,2,0.7222,Florida International,Miami,FL,25.7742658,-80.1936589,2011,7,222,TAM,DB,Florida International
Brandon Harris,CB,2008,25,5,0.9864,Miami,Miami,FL,25.7742658,-80.1936589,2011,2,60,HOU,DB,Miami
Sean Spence,OLB,2008,65,4,0.9694,Miami,Miami,FL,25.7742658,-80.1936589,2012,3,86,PIT,LB,Miami
Tommy Streeter,WR,2008,142,4,0.931,Miami,Miami,FL,25.7742658,-80.1936589,2012,6,198,BAL,WR,Miami
T.Y. Hilton,WR,2008,1930,2,0.7444,Florida International,Miami,FL,25.7742658,-80.1936589,2012,3,92,IND,WR,Florida International
Lamar Miller,RB,2009,68,4,0.9677,Miami,Miami,FL,25.7742658,-80.1936589,2012,4,97,MIA,RB,Miami
Terrance Taylor,S,2009,1426,3,0.8177,Florida International,Miami,FL,25.7742658,-80.1936589,2009,4,136,IND,DT,Michigan
Kemal Ishmael,ATH,2009,1493,3,0.8111,UCF,Miami,FL,25.7742658,-80.1936589,2013,7,243,ATL,DB,UCF
Tourek Williams,OLB,2009,1857,2,0.7667,Florida International,Miami,FL,25.7742658,-80.1936589,2013,6,179,SDG,DE,Florida International
Johnathan Cyprien,S,2009,2076,2,0.7444,Florida International,Miami,FL,25.7742658,-80.1936589,2013,2,33,JAX,DB,Florida International
Kevin Pamphile,ATH,2009,2206,2,0.7,Purdue,Miami,FL,25.7742658,-80.1936589,2014,5,149,TAM,T,Purdue
Lamarcus Joyner,ATH,2010,12,5,0.9941,Florida State,Miami,FL,25.7742658,-80.1936589,2014,2,41,STL,DB,Florida State
Randall Evans,CB,2010,2459,2,0.7,Kansas State,Miami,FL,25.7742658,-80.1936589,2015,6,196,PHI,CB,Kansas State
Gerod Holliman,S,2011,91,4,0.9574,Louisville,Miami,FL,25.7742658,-80.1936589,2015,7,239,PIT,FS,Louisville
Teddy Bridgewater,DUAL,2011,98,4,0.9515,Louisville,Miami,FL,25.7742658,-80.1936589,2014,1,32,MIN,QB,Louisville
Devonta Freeman,RB,2011,104,4,0.949,Florida State,Miami,FL,25.7742658,-80.1936589,2014,4,103,ATL,RB,Florida State
Denzel Perryman,OLB,2011,306,3,0.8857,Miami,Miami,FL,25.7742658,-80.1936589,2015,2,48,SDG,ILB,Miami
Charles Gaines,WR,2011,486,3,0.8634,Louisville,Miami,FL,25.7742658,-80.1936589,2015,6,189,CLE,CB,Louisville
John Miller,OG,2011,1162,3,0.8246,Louisville,Miami,FL,25.7742658,-80.1936589,2015,3,81,BUF,G,Louisville
Duke Johnson,APB,2012,20,5,0.9894,Miami,Miami,FL,25.7742658,-80.1936589,2015,3,77,CLE,RB,Miami
Amari Cooper,WR,2012,45,4,0.9776,Alabama,Miami,FL,25.7742658,-80.1936589,2015,1,4,OAK,WR,Alabama
Deon Bush,S,2012,129,4,0.9452,Miami,Miami,FL,25.7742658,-80.1936589,2016,4,124,CHI,S,Miami
Ereck Flowers,OT,2012,158,4,0.9349,Miami,Miami,FL,25.7742658,-80.1936589,2015,1,9,NYG,T,Miami
Martavis Bryant,WR,2010,121,4,0.943,Clemson,Anderson,SC,34.5068601,-82.6506264,2014,4,118,PIT,WR,Clemson
Jamie Harper,RB,2008,41,4,0.9784,Clemson,Jacksonville,FL,30.3321838,-81.655651,2011,4,130,TEN,RB,Clemson
A.J. Jenkins,WR,2008,323,4,0.8916,Illinois,Jacksonville,FL,30.3321838,-81.655651,2012,1,30,SFO,WR,Illinois
Sam Barrington,OLB,2009,513,3,0.8733,USF,Jacksonville,FL,30.3321838,-81.655651,2013,7,232,GNB,LB,South Florida
Jawan Jamison,APB,2010,774,3,0.8622,Rutgers,Jacksonville,FL,30.3321838,-81.655651,2013,7,228,WAS,RB,Rutgers
John Theus,OT,2012,15,5,0.9915,Georgia,Jacksonville,FL,30.3321838,-81.655651,2016,5,145,SFO,T,Georgia
Nathan Peterman,PRO,2012,369,4,0.8913,Tennessee,Jacksonville,FL,30.3321838,-81.655651,2017,5,171,BUF,QB,Pittsburgh
Leonte Carroo,WR,2012,174,4,0.9295,Rutgers,Ramsey,NJ,41.0573188,-74.1409771,2016,3,86,MIA,WR,Rutgers
Stefen Wisniewski,OG,2007,98,4,0.9463,Penn State,Pittsburgh,PA,40.4416941,-79.9900861,2011,2,48,OAK,C,Penn State
Rob Gronkowski,TE,2007,101,4,0.9454,Arizona,Pittsburgh,PA,40.4416941,-79.9900861,2010,2,42,NWE,TE,Arizona
Gino Gradkowski,OG,2007,402,3,0.8701,West Virginia,Pittsburgh,PA,40.4416941,-79.9900861,2012,4,98,BAL,G,Delaware
Will Clarke,WDE,2009,1790,2,0.7889,West Virginia,Pittsburgh,PA,40.4416941,-79.9900861,2014,3,88,CIN,DE,West Virginia
Aaron Donald,DT,2010,353,3,0.8893,Pittsburgh,Pittsburgh,PA,40.4416941,-79.9900861,2014,1,13,STL,DT,Pittsburgh
Ejuan Price,OLB,2011,225,4,0.9036,Ohio State,Pittsburgh,PA,40.4416941,-79.9900861,2017,7,234,LAR,DE,Pittsburgh
Quinton Jefferson,WDE,2011,758,3,0.8479,Maryland,Pittsburgh,PA,40.4416941,-79.9900861,2016,5,147,SEA,DT,Maryland
Adam Bisnowaty,OT,2012,325,4,0.8984,Pittsburgh,Pittsburgh,PA,40.4416941,-79.9900861,2017,6,200,NYG,T,Pittsburgh
Treyvon Hester,DT,2012,1420,3,0.8165,Toledo,Pittsburgh,PA,40.4416941,-79.9900861,2017,7,244,OAK,DT,Toledo
Ras-I Dowling,CB,2007,104,4,0.9444,Virginia,Chesapeake,VA,36.7183708,-76.2466798,2011,2,33,NWE,DB,Virginia
Christian Ballard,SDE,2007,106,4,0.9439,Iowa,Lawrence,KS,38.9719384,-95.2359496,2011,4,106,MIN,DT,Iowa
Barkevious Mingo,OLB,2009,180,4,0.9194,LSU,West Monroe,LA,32.5184775,-92.1476353,2013,1,6,CLE,LB,LSU
Devon Still,DT,2007,117,4,0.9382,Penn State,Wilmington,DE,39.7459468,-75.546589,2012,2,53,CIN,DT,Penn State
Jaye Howard,DT,2007,118,4,0.9375,Florida,Orlando,FL,28.5423999,-81.3794368,2012,4,114,SEA,DT,Florida
Trevor Siemian,PRO,2010,596,3,0.8684,Northwestern,Orlando,FL,28.5423999,-81.3794368,2015,7,250,DEN,QB,Northwestern
Ha Ha Clinton-Dix,S,2011,7,5,0.9955,Alabama,Orlando,FL,28.5423999,-81.3794368,2014,1,21,GNB,DB,Alabama
Karl Joseph,S,2012,527,3,0.877,West Virginia,Orlando,FL,28.5423999,-81.3794368,2016,1,14,OAK,S,West Virginia
Toney Clemons,WR,2007,119,4,0.9373,Michigan,New Kensington,PA,40.5697893,-79.7647705,2012,7,231,PIT,WR,Colorado
Rory Anderson,TE,2011,592,3,0.8575,South Carolina,Powder Springs,GA,33.8595492,-84.683824,2015,7,254,SFO,TE,South Carolina
Kenyan Drake,APB,2012,128,4,0.9454,Alabama,Powder Springs,GA,33.8595492,-84.683824,2016,3,73,MIA,RB,Alabama
Kofi Amichia,OG,2012,693,3,0.8648,USF,Powder Springs,GA,33.8595492,-84.683824,2017,6,212,GNB,C,South Florida
Brandon Jenkins,WDE,2009,283,4,0.8958,Florida State,Tallahassee,FL,30.4380832,-84.2809332,2013,5,162,WAS,DE,Florida State
Javorius Allen,RB,2011,280,4,0.8905,USC,Tallahassee,FL,30.4380832,-84.2809332,2015,4,125,BAL,RB,USC
Dontari Poe,DT,2008,1047,3,0.8306,Memphis,Memphis,TN,35.1490215,-90.0516285,2012,1,11,KAN,DT,Memphis
Lonnie Ballentine,S,2010,408,3,0.8826,Memphis,Memphis,TN,35.1490215,-90.0516285,2014,7,256,HOU,DB,Memphis
Charles Harris,OLB,2011,1612,2,0.7844,Memphis,Memphis,TN,35.1490215,-90.0516285,2017,1,22,MIA,OLB,Missouri
Will Redmond,ATH,2012,301,4,0.9018,Mississippi State,Memphis,TN,35.1490215,-90.0516285,2016,3,68,SFO,CB,Mississippi State
Stephone Anthony,OLB,2011,21,5,0.9905,Clemson,Wadesboro,NC,34.9682097,-80.0767266,2015,1,31,NOR,ILB,Clemson
Rolando McClain,ILB,2007,128,4,0.9338,Alabama,Decatur,AL,34.61881,-87.05150694,2010,1,8,OAK,LB,Alabama
Aaron Burbridge,WR,2012,88,4,0.959,Michigan State,Farmington,MI,42.4644795,-83.3763219,2016,6,213,SFO,WR,Michigan State
Devin Funchess,TE,2012,264,4,0.9095,Michigan,Farmington,MI,42.4644795,-83.3763219,2015,2,41,CAR,TE,Michigan
Jarvis Landry,WR,2011,15,5,0.9922,LSU,Lutcher,LA,30.0404796,-90.6989797,2014,2,63,MIA,WR,LSU
Tavon Wilson,CB,2008,700,3,0.8542,Illinois,Nashville,TN,36.1622296,-86.7743531,2012,2,48,NWE,DB,Illinois
Wesley Johnson,OT,2009,479,3,0.8764,Vanderbilt,Nashville,TN,36.1622296,-86.7743531,2014,5,173,PIT,OL,Vanderbilt
Conor McDermott,OT,2011,2044,2,0.7593,UCLA,Nashville,TN,36.1622296,-86.7743531,2017,6,211,NWE,T,UCLA
Mark Nzeocha,S,2011,2640,2,0.7,Wyoming,Nashville,TN,36.1622296,-86.7743531,2015,7,236,DAL,OLB,Wyoming
Corey Liuget,DT,2008,123,4,0.9382,Illinois,Hialeah,FL,25.8575963,-80.2781057,2011,1,18,SDG,DT,Illinois
Olivier Vernon,WDE,2009,170,4,0.9214,Miami,Hialeah,FL,25.8575963,-80.2781057,2012,3,72,MIA,LB,Miami
Corey Lemonier,WDE,2010,52,4,0.9731,Auburn,Hialeah,FL,25.8575963,-80.2781057,2013,3,88,SFO,DE,Auburn
Joe Haden,ATH,2007,142,4,0.929,Florida,Fort Washington,MD,38.7125305,-77.0124598,2010,1,7,CLE,DB,Florida
Niles Paul,WR,2007,156,4,0.923,Nebraska,Omaha,NE,41.2587317,-95.9378732,2011,5,155,WAS,WR,Nebraska
Shaun Prater,CB,2008,756,3,0.851,Iowa,Omaha,NE,41.2587317,-95.9378732,2012,5,156,CIN,DB,Iowa
Jordan Bernstine,CB,2007,144,4,0.9275,N/A,Des Moines,IA,41.5910641,-93.6037149,2012,7,217,WAS,DB,Iowa
Ron Brooks,ATH,2007,146,4,0.927,LSU,Irving,TX,32.8295183,-96.9442177,2012,4,124,BUF,DB,LSU
Malcom Brown,DT,2012,9,5,0.9944,Texas,Brenham,TX,30.1668828,-96.3977442,2015,1,32,NWE,DT,Texas
Justin Ellis,OG,2009,1920,2,0.7667,Louisiana Tech,Monroe,LA,32.5093109,-92.1193012,2014,4,107,OAK,DT,Louisiana Tech
Gabe Wright,DT,2011,83,4,0.9598,Auburn,Columbus,GA,32.4609764,-84.9877094,2015,4,113,DET,DT,Auburn
Junior Hemingway,WR,2007,154,4,0.9239,Michigan,Conway,SC,33.8360035,-79.0478143,2012,7,238,KAN,WR,Michigan
Will Smith,OT,2012,1244,3,0.8281,Wake Forest,Church View,VA,37.6776411,-76.6782906,2014,7,238,DAL,LB,Texas Tech
Owen Marecic,FB,2007,1490,2,0.7785,Stanford,Portland,OR,45.5202471,-122.6741949,2011,4,124,CLE,RB,Stanford
Luke Willson,TE,2008,1962,2,0.7333,Rice,Portland,OR,45.5202471,-122.6741949,2013,5,158,SEA,TE,Rice
Owamagbe Odighizuwa,SDE,2010,17,5,0.9912,UCLA,Portland,OR,45.5202471,-122.6741949,2015,3,74,NYG,DE,UCLA
Kenneth Acker,CB,2010,1251,3,0.8434,SMU,Portland,OR,45.5202471,-122.6741949,2014,6,180,SFO,DB,SMU
Shane Vereen,APB,2007,159,4,0.9222,California,Valencia,CA,34.1466768,-117.2725427,2011,2,56,NWE,RB,California
Mychal Rivera,TE,2008,813,3,0.8448,Oregon,Valencia,CA,34.1466768,-117.2725427,2013,6,184,OAK,TE,Tennessee
Brock Vereen,CB,2010,813,3,0.859,Minnesota,Valencia,CA,34.1466768,-117.2725427,2014,4,131,CHI,DB,Minnesota
Jahvid Best,RB,2007,161,4,0.922,California,Richmond,CA,37.9357576,-122.3477486,2010,1,30,DET,RB,California
Dontae Johnson,S,2010,485,3,0.8764,N.C. State,Pennington,NJ,40.3284403,-74.790718,2014,4,129,SFO,DB,North Carolina State
Zack Sanchez,CB,2012,528,3,0.8769,Oklahoma,Keller,TX,32.9299655,-97.2271249,2016,5,141,CAR,CB,Oklahoma
Aaron Curry,DT,2012,624,3,0.8706,Nebraska,Keller,TX,32.9299655,-97.2271249,2009,1,4,SEA,LB,Wake Forest
Nate Orchard,WDE,2011,819,3,0.8449,Utah,Salt Lake City,UT,40.7670126,-111.8904308,2015,2,51,CLE,DE,Utah
Marcell Dareus,SDE,2008,233,4,0.9064,Alabama,Birmingham,AL,33.5206824,-86.8024326,2011,1,3,BUF,DT,Alabama
Justin Rogers,RB,2008,659,3,0.8559,Nebraska,Birmingham,AL,33.5206824,-86.8024326,2011,7,206,BUF,DB,Richmond
Ameer Abdullah,ATH,2011,462,3,0.8653,Nebraska,Birmingham,AL,33.5206824,-86.8024326,2015,2,54,DET,RB,Nebraska
Kalan Reed,CB,2012,1783,2,0.7965,Southern Miss,Birmingham,AL,33.5206824,-86.8024326,2016,7,253,TEN,CB,Southern Miss
Dezmon Briscoe,WR,2007,841,3,0.8333,Kansas,Cedar Hill,TX,32.5870245,-96.9621103,2010,6,191,CIN,WR,Kansas
Brandon Washington,OG,2007,1881,2,0.7444,Tulsa,Cedar Hill,TX,32.5870245,-96.9621103,2012,6,200,PHI,G,Miami
Charles Clay,RB,2007,850,3,0.8333,Tulsa,Little Rock,AR,34.7464809,-92.2895948,2011,6,174,MIA,TE,Tulsa
Jake Bequette,SDE,2007,928,3,0.8333,Arkansas,Little Rock,AR,34.7464809,-92.2895948,2012,3,90,NWE,DE,Arkansas
Drake Nevis,DT,2007,187,4,0.9065,LSU,Marrero,LA,29.8993723,-90.1003506,2011,3,87,IND,DT,LSU
Lamin Barrow,OLB,2009,563,3,0.8701,LSU,Marrero,LA,29.8993723,-90.1003506,2014,5,156,DEN,LB,LSU
Marcel Jones,OT,2007,890,3,0.8333,Nebraska,Phoenix,AZ,33.4485866,-112.0773456,2012,7,234,NOR,OL,Nebraska
Devon Kennard,WDE,2009,12,5,0.9927,USC,Phoenix,AZ,33.4485866,-112.0773456,2014,5,174,NYG,DE,USC
Trent Murphy,WDE,2009,1196,3,0.8354,Stanford,Phoenix,AZ,33.4485866,-112.0773456,2014,2,47,WAS,LB,Stanford
Alex Lewis,OT,2010,1655,3,0.8198,Colorado,Phoenix,AZ,33.4485866,-112.0773456,2016,4,130,BAL,T,Nebraska
C.J. Beathard,PRO,2012,1115,3,0.8358,Iowa,Franklin,TN,35.925193,-86.8689365,2017,3,104,SFO,QB,Iowa
Zebrie Sanders,OT,2008,217,4,0.9101,Florida State,Dayton,OH,39.7589478,-84.1916069,2012,5,144,BUF,OL,Florida State
Chris Borland,ATH,2009,1093,3,0.8417,Wisconsin,Dayton,OH,39.7589478,-84.1916069,2014,3,77,SFO,LB,Wisconsin
Jerel Worthy,DT,2009,1461,3,0.8137,Michigan State,Dayton,OH,39.7589478,-84.1916069,2012,2,51,GNB,DT,Michigan State
Braxton Miller,DUAL,2011,29,5,0.9847,Ohio State,Dayton,OH,39.7589478,-84.1916069,2016,3,85,HOU,WR,Ohio State
Cody Latimer,WR,2011,746,3,0.8487,Indiana,Dayton,OH,39.7589478,-84.1916069,2014,2,56,DEN,WR,Indiana
Joe Thuney,OT,2011,1498,2,0.7965,N.C. State,Dayton,OH,39.7589478,-84.1916069,2016,3,78,NWE,G,North Carolina State
Ifeadi Odenigbo,OLB,2012,67,4,0.9688,Northwestern,Dayton,OH,39.7589478,-84.1916069,2017,7,220,MIN,DL,Northwestern
Prince Amukamara,ATH,2007,438,3,0.8653,Nebraska,Glendale,AZ,33.558997,-112.4046831,2011,1,19,NYG,DB,Nebraska
Eric Hagg,ATH,2007,580,3,0.8542,Nebraska,Glendale,AZ,33.558997,-112.4046831,2011,7,248,CLE,DB,Nebraska
Jeff Locke,K,2008,618,3,0.8604,UCLA,Glendale,AZ,33.558997,-112.4046831,2013,5,155,MIN,P,UCLA
Nick Toon,WR,2007,196,4,0.9,Wisconsin,Middleton,WI,43.0962919,-89.5119565,2012,4,122,NOR,WR,Wisconsin
Omar Bolden,APB,2007,197,4,0.9,Arizona State,Ontario,CA,34.065846,-117.6484304,2012,4,101,DEN,DB,Arizona State
Bobby Wagner,OLB,2008,2036,2,0.7,Utah State,Ontario,CA,34.065846,-117.6484304,2012,2,47,SEA,LB,Utah State
Brent Urban,SDE,2009,1119,3,0.8399,Virginia,Ontario,CA,34.065846,-117.6484304,2014,4,134,BAL,DT,Virginia
Storm Johnson,RB,2010,40,4,0.9792,Miami,Loganville,GA,33.8389977,-83.9007382,2014,7,222,JAX,RB,UCF
Malcolm Smith,OLB,2007,211,4,0.8986,USC,Woodland Hills,CA,34.1683386,-118.6059197,2011,7,242,SEA,LB,USC
Derek Sherrod,OT,2007,203,4,0.8986,Mississippi State,Caledonia,MS,33.6828918,-88.3244812,2011,1,32,GNB,T,Mississippi State
Cameron Heyward,DT,2007,204,4,0.8986,Ohio State,Suwanee,GA,34.0514898,-84.0712997,2011,1,31,PIT,DE,Ohio State
Kevin Minter,ILB,2009,124,4,0.9419,LSU,Suwanee,GA,34.0514898,-84.0712997,2013,2,45,ARI,LB,LSU
Ja'Wuan James,OT,2010,28,5,0.9849,Tennessee,Suwanee,GA,34.0514898,-84.0712997,2014,1,19,MIA,T,Tennessee
Austin Shepherd,OT,2010,640,3,0.8655,Alabama,Suwanee,GA,34.0514898,-84.0712997,2015,7,228,MIN,T,Alabama
Bradley Roby,CB,2010,650,3,0.8653,Ohio State,Suwanee,GA,34.0514898,-84.0712997,2014,1,31,DEN,DB,Ohio State
C.J. Uzomah,ATH,2011,246,4,0.899,Auburn,Suwanee,GA,34.0514898,-84.0712997,2015,5,157,CIN,TE,Auburn
Jonathan Dowling,S,2010,53,4,0.973,Florida,Bradenton,FL,27.4989278,-82.5748194,2014,7,247,OAK,DB,Western Kentucky
Ace Sanders,WR,2010,585,3,0.8688,South Carolina,Bradenton,FL,27.4989278,-82.5748194,2013,4,101,JAX,WR,South Carolina
Austin Reiter,OT,2010,2182,2,0.7667,USF,Bradenton,FL,27.4989278,-82.5748194,2015,7,222,WAS,C,South Florida
Josh Brent,DT,2007,206,4,0.8986,Illinois,Bloomington,IL,40.4731073,-88.9941403,2010,7,0,DAL,DT,Illinois
Jabaal Sheard,WDE,2007,483,3,0.8608,Pittsburgh,Hollywood,FL,26.0112014,-80.1494901,2011,2,37,CLE,DE,Pittsburgh
Brian Allen,WR,2012,2188,2,0.7698,Utah,La Marque,TX,29.3685674,-94.9713134,2017,5,173,PIT,DB,Utah
Datone Jones,SDE,2008,209,4,0.9118,UCLA,Compton,CA,33.894927,-118.226624,2013,1,26,GNB,DE,UCLA
Aldrick Robinson,WR,2007,1664,2,0.7667,SMU,Waxahachie,TX,32.3865312,-96.8483311,2011,6,178,WAS,WR,SMU
Robert Sands,S,2008,1209,3,0.8111,West Virginia,Opa Locka,FL,25.89673385,-80.25949641,2011,5,134,CIN,DB,West Virginia
Kayvon Webster,CB,2009,422,3,0.8795,USF,Opa Locka,FL,25.89673385,-80.25949641,2013,3,90,DEN,DB,South Florida
Joe Adams,WR,2008,146,4,0.9302,Arkansas,Maumelle,AR,34.8667565,-92.4043219,2012,4,104,CAR,WR,Arkansas
Ed Stinson,SDE,2009,296,4,0.8938,Alabama,Homestead,FL,25.4718946,-80.4759905,2014,5,160,ARI,DE,Alabama
Vinston Painter,OT,2008,139,4,0.9331,Virginia Tech,Norfolk,VA,36.8889933,-76.2481624,2013,6,173,DEN,G,Virginia Tech
Jeremy Kerley,ATH,2007,232,4,0.8906,TCU,Hutto,TX,30.5427638,-97.5468898,2011,5,153,NYJ,WR,TCU
Rennie Curran,ILB,2007,233,4,0.8906,Georgia,Snellville,GA,33.857328,-84.0199108,2010,3,97,TEN,LB,Georgia
Darqueze Dennard,CB,2010,1540,3,0.8306,Michigan State,Jeffersonville,GA,32.6876606,-83.3470598,2014,1,24,CIN,DB,Michigan State
Andrew Gachkar,OLB,2007,800,3,0.8368,Missouri,Overland Park,KS,38.9822282,-94.6707917,2011,7,234,SDG,LB,Missouri
Drake Dunsmore,TE,2007,991,3,0.8288,Northwestern,Overland Park,KS,38.9822282,-94.6707917,2012,7,233,TAM,TE,Northwestern
Mike Wallace,CB,2008,1542,2,0.7775,Penn State,Silver Spring,MD,38.9959081,-77.0288918,2009,3,84,PIT,WR,Mississippi
Orlando Franklin,OT,2007,243,4,0.8906,Miami,Delray Beach,FL,26.4614625,-80.0728201,2011,2,46,DEN,T,Miami
Jayron Hosley,CB,2009,205,4,0.9129,Virginia Tech,Delray Beach,FL,26.4614625,-80.0728201,2012,3,94,NYG,DB,Virginia Tech
Anthony Morris,S,2007,247,3,0.8875,Illinois,Harvey,IL,41.6100344,-87.6467132,2015,7,218,OAK,OL,Tennessee State
Justin Houston,OLB,2007,249,3,0.8875,Georgia,Statesboro,GA,32.4490141,-81.7832912,2011,3,70,KAN,LB,Georgia
DeAngelo Tyson,DT,2008,28,5,0.9834,Georgia,Statesboro,GA,32.4490141,-81.7832912,2012,7,236,BAL,DT,Georgia
Trevin Wade,CB,2007,1142,3,0.8111,Arizona,Round Rock,TX,30.508235,-97.6788934,2012,7,245,CLE,DB,Arizona
Neiron Ball,WDE,2010,311,4,0.8943,Florida,Jackson,GA,34.1282559,-83.5753386,2015,5,161,OAK,OLB,Florida
Alex Carter,S,2012,66,4,0.9689,Stanford,Ashburn,VA,39.0437192,-77.4874899,2015,3,80,DET,CB,Stanford
Kenny Lawler,WR,2012,288,4,0.9043,California,Upland,CA,34.09751,-117.6483876,2016,7,243,SEA,WR,California
Blake Countess,CB,2011,163,4,0.9243,Michigan,Olney,MD,39.1532123,-77.0668408,2016,6,196,PHI,CB,Auburn
Stefon Diggs,WR,2012,8,5,0.9969,Maryland,Olney,MD,39.1532123,-77.0668408,2015,5,146,MIN,WR,Maryland
Melvin Ingram,ILB,2007,259,3,0.8875,South Carolina,Rockingham,NC,36.3926798,-79.744144,2012,1,18,SDG,DE,South Carolina
Kevin Dorsey,WR,2008,191,4,0.917,Maryland,District Heights,MD,38.8576128,-76.8894171,2013,7,224,GNB,WR,Maryland
Stevan Ridley,ATH,2007,262,3,0.8875,LSU,Natchez,MS,31.5604442,-91.403171,2011,3,73,NWE,RB,LSU
Harrison Smith,S,2007,264,3,0.8875,Notre Dame,Knoxville,TN,35.9603948,-83.9210261,2012,1,29,MIN,DB,Notre Dame
Alameda Ta'amu,OG,2008,246,4,0.9036,Washington,Seattle,WA,47.6038321,-122.3300624,2012,4,109,PIT,DT,Washington
Jarvis Jenkins,DT,2007,267,3,0.8875,Clemson,Central,SC,34.7257424,-82.7804999,2011,2,41,WAS,DT,Clemson
DeAndre Hopkins,WR,2010,218,4,0.9156,Clemson,Central,SC,34.7257424,-82.7804999,2013,1,27,HOU,WR,Clemson
Shaq Lawson,WDE,2012,346,4,0.8944,Clemson,Central,SC,34.7257424,-82.7804999,2016,1,19,BUF,DE,Clemson
Russell Wilson,DUAL,2007,1102,3,0.8163,N.C. State,Richmond,VA,37.5385087,-77.43428,2012,3,75,SEA,QB,Wisconsin
Andre Branch,WDE,2007,1229,3,0.8111,Clemson,Richmond,VA,37.5385087,-77.43428,2012,2,38,JAX,LB,Clemson
Maurice Canady,ATH,2012,1216,3,0.83,Virginia,Richmond,VA,37.5385087,-77.43428,2016,6,209,BAL,CB,Virginia
Tyler Gaffney,FB,2009,286,4,0.8955,Stanford,San Diego,CA,32.7174209,-117.1627714,2014,6,204,CAR,RB,Stanford
Aaron Wallace,OLB,2011,658,3,0.8538,UCLA,San Diego,CA,32.7174209,-117.1627714,2016,7,222,TEN,OLB,UCLA
Jamell Fleming,CB,2007,274,3,0.8844,Oklahoma,Arlington,TX,32.701939,-97.10571494,2012,3,80,ARI,DB,Oklahoma
Luke Joeckel,OT,2010,54,4,0.9726,Texas A&M,Arlington,TX,32.701939,-97.10571494,2013,1,2,JAX,T,Texas A&M
Kolby Listenbee,ATH,2012,542,3,0.8762,TCU,Arlington,TX,32.701939,-97.10571494,2016,6,192,BUF,WR,TCU
Antonio Morrison,ILB,2012,344,4,0.8947,Florida,Bolingbrook,IL,41.7003302,-88.0717708,2016,4,125,IND,ILB,Florida
Ryan Broyles,WR,2007,280,3,0.8844,Oklahoma,Norman,OK,35.2225717,-97.4394816,2012,2,54,DET,WR,Oklahoma
George Kittle,WR,2012,1535,3,0.8105,Iowa,Norman,OK,35.2225717,-97.4394816,2017,5,146,SFO,TE,Iowa
Rob Havenstein,OG,2010,649,3,0.8653,Wisconsin,Frederick,MD,39.4142186,-77.4109269,2015,2,57,STL,T,Wisconsin
Nate Hairston,ATH,2012,2948,2,0.7331,Temple,Frederick,MD,39.4142186,-77.4109269,2017,5,158,IND,CB,Temple
Terrell McClain,DT,2007,464,3,0.8622,USF,Pensacola,FL,30.421309,-87.2169149,2011,3,65,CAR,DT,South Florida
Trent Richardson,RB,2009,6,5,0.9972,Alabama,Pensacola,FL,30.421309,-87.2169149,2012,1,3,CLE,RB,Alabama
Anthony Hill,DT,2009,1166,3,0.8377,USF,Pensacola,FL,30.421309,-87.2169149,2009,4,122,HOU,TE,North Carolina State
Eric Pinkins,S,2009,766,3,0.859,San Diego State,Sacramento,CA,38.5815719,-121.4943996,2014,6,208,SEA,DB,San Diego State
Terrance Mitchell,CB,2010,559,3,0.8701,Oregon,Sacramento,CA,38.5815719,-121.4943996,2014,7,254,DAL,DB,Oregon
James Sample,S,2011,185,4,0.9174,Washington,Sacramento,CA,38.5815719,-121.4943996,2015,4,104,JAX,SS,Louisville
